d1,d2,d3,l
83,6,164,1
80,8,193,1
90,9,163,1
113,18,214,1
87,14,167,1
83,6,164,1
83,6,164,1
83,6,164,1
106,15,221,1
103,10,212,1
111,10,205,1
103,10,201,1
80,14,168,1
87,13,171,1
80,8,197,1
98,13,209,1
66,8,166,1
83,6,177,1
112,18,207,1
101,10,196,1
103,10,209,1
83,9,177,1
83,6,166,1
83,6,170,1
109,10,204,1
83,8,157,1
83,6,165,1
113,19,216,1
83,6,171,1
83,6,161,1
108,21,209,1
80,9,170,1
96,12,208,1
83,6,164,1
83,9,172,1
103,11,205,1
90,7,194,1
111,11,209,1
95,18,200,1
116,17,206,1
90,8,194,1
106,11,205,1
83,6,167,1
80,14,166,1
98,14,202,1
83,6,164,1
80,9,166,1
55,9,165,1
80,9,164,1
98,14,203,1
96,11,202,1
83,6,167,1
111,10,203,1
93,12,207,1
90,9,165,1
83,6,165,1
83,6,166,1
98,14,201,1
80,8,199,1
87,14,179,1
90,9,171,1
87,14,166,1
106,14,199,1
80,9,169,1
111,18,211,1
66,8,166,1
80,9,164,1
80,14,163,1
83,8,164,1
66,8,162,1
109,10,205,1
103,14,203,1
80,14,165,1
83,6,168,1
96,14,202,1
95,15,206,1
83,6,172,1
83,6,171,1
90,9,165,1
83,6,167,1
90,9,168,1
80,14,166,1
83,6,168,1
96,8,165,1
104,16,208,1
112,18,215,1
80,9,165,1
83,6,165,1
111,13,198,1
83,6,165,1
80,9,169,1
83,6,163,1
55,9,165,1
83,6,164,1
83,6,160,1
96,7,187,1
83,6,168,1
103,17,211,1
96,12,168,1
98,18,213,1
83,6,160,1
80,14,166,1
83,6,159,1
96,12,209,1
87,8,200,1
25,226,194,1
25,217,193,1
87,11,203,1
95,15,203,1
116,17,215,1
80,9,165,1
109,10,205,1
83,6,164,1
90,8,204,1
90,8,199,1
101,10,202,1
109,10,204,1
96,8,165,1
50,8,164,1
109,10,204,1
70,9,166,1
95,16,201,1
87,14,170,1
80,9,172,1
83,8,160,1
96,8,165,1
55,9,165,1
90,8,197,1
90,7,208,1
55,9,165,1
83,6,165,1
83,9,167,1
83,6,165,1
66,9,170,1
98,14,203,1
98,11,201,1
83,6,175,1
80,13,167,1
96,8,170,1
96,8,166,1
111,12,211,1
103,14,201,1
90,11,205,1
83,6,165,1
80,9,165,1
80,9,165,1
80,9,167,1
83,6,164,1
90,8,201,1
87,11,207,1
80,9,165,1
98,15,208,1
109,10,209,1
83,6,167,1
66,9,165,1
103,10,200,1
103,12,209,1
103,11,204,1
109,10,201,1
83,6,170,1
108,18,209,1
55,9,165,1
83,5,188,1
83,6,168,1
96,8,167,1
98,14,200,1
83,5,189,1
83,6,163,1
80,9,169,1
80,8,200,1
83,6,164,1
83,6,170,1
80,9,165,1
36,8,165,1
101,10,196,1
83,6,165,1
111,10,204,1
95,14,202,1
101,21,206,1
87,11,203,1
98,14,201,1
80,14,164,1
83,8,188,1
83,6,165,1
98,14,207,1
25,214,197,2
24,240,204,2
25,233,198,2
25,236,163,2
25,193,205,2
25,240,205,2
25,231,202,2
25,227,166,2
25,226,167,2
25,217,162,2
25,218,200,2
25,235,202,2
25,241,197,2
25,252,196,2
25,223,173,2
25,221,165,2
25,219,201,2
25,232,166,2
25,236,162,2
24,234,198,2
25,241,167,2
25,228,162,2
25,225,161,2
25,232,202,2
25,226,210,2
25,228,169,2
24,214,161,2
25,242,201,2
24,212,161,2
25,227,200,2
24,217,166,2
25,241,195,2
25,214,197,2
25,242,197,2
25,229,165,2
25,232,154,2
25,232,199,2
25,220,167,2
25,221,165,2
26,243,194,2
25,212,152,2
26,232,165,2
24,220,202,2
25,214,194,2
24,216,164,2
25,233,165,2
25,225,162,2
25,243,193,2
25,244,193,2
25,229,165,2
25,208,189,2
25,224,163,2
25,209,194,2
25,225,198,2
25,217,168,2
25,221,166,2
25,228,169,2
25,228,168,2
25,217,161,2
24,215,161,2
24,223,165,2
25,249,202,2
24,229,204,2
25,233,163,2
24,235,200,2
25,235,177,2
24,215,204,2
25,214,201,2
25,231,201,2
25,246,197,2
25,228,159,2
24,226,194,2
25,237,198,2
25,235,163,2
25,229,198,2
24,217,198,2
25,243,190,2
25,214,198,2
24,223,168,2
25,241,199,2
25,229,165,2
25,247,196,2
25,211,198,2
25,228,170,2
25,250,195,2
26,239,173,2
25,235,164,2
25,231,202,2
25,232,166,2
25,210,192,2
24,219,203,2
25,242,196,2
25,223,161,2
25,232,165,2
25,223,191,2
25,219,202,2
25,221,156,2
25,224,165,2
25,236,163,2
25,230,163,2
25,209,193,2
25,232,163,2
24,211,198,2
24,213,206,2
26,226,169,2
26,246,196,2
25,229,166,2
25,228,198,2
25,234,195,2
24,203,193,2
25,232,201,2
25,229,197,2
24,222,200,2
26,247,193,2
26,245,197,2
26,238,194,2
25,223,168,2
25,216,169,2
24,224,162,2
25,217,199,2
25,222,170,2
25,245,197,2
26,234,193,2
25,242,193,2
25,217,196,2
25,247,193,2
24,210,159,2
25,222,156,2
25,224,163,2
25,230,165,2
24,218,165,2
25,233,164,2
25,237,197,2
25,224,164,2
25,223,198,2
25,228,161,2
25,229,166,2
25,227,164,2
25,219,170,2
25,225,196,2
25,236,201,2
25,231,159,2
25,221,202,2
25,211,198,2
25,245,198,2
25,225,163,2
24,214,162,2
25,216,169,2
25,227,164,2
25,232,166,2
25,234,194,2
24,212,161,2
25,214,194,2
25,225,169,2
25,213,192,2
25,213,210,2
25,227,206,2
25,218,201,2
26,239,194,2
24,220,167,2
25,231,203,2
25,228,169,2
25,232,166,2
25,233,165,2
25,232,165,2
25,226,168,2
24,208,161,2
25,214,162,2
25,249,204,2
26,245,205,2
24,209,195,2
25,235,194,2
25,231,193,2
25,242,193,2
25,226,157,2
25,247,194,2
25,230,193,2
25,228,159,2
25,226,166,2
25,238,197,2
25,214,198,2
25,233,162,2
25,219,199,2
25,221,208,2
25,235,165,2
25,224,199,2
25,227,165,2
24,214,162,2
25,239,191,2
25,230,203,2
25,230,164,2
26,229,189,2
24,217,181,2
25,233,162,2
25,228,161,2
25,217,161,2
25,240,202,2
25,242,194,2
26,231,198,2
25,230,162,2
25,226,193,2
25,230,163,2
25,229,165,2
25,241,197,2
25,233,195,2
25,227,163,2
25,237,201,2
25,236,163,2
24,228,205,2
25,243,169,2
24,217,161,2
25,222,201,2
25,206,190,2
2,212,153,3
3,196,138,3
2,204,125,3
2,196,161,3
2,196,134,3
2,206,157,3
3,177,163,3
2,200,129,3
2,199,132,3
2,197,131,3
2,200,157,3
1,182,126,3
2,209,157,3
3,195,157,3
2,202,154,3
2,192,158,3
2,204,156,3
2,180,157,3
2,196,125,3
3,207,138,3
2,217,149,3
2,206,160,3
3,194,163,3
2,200,126,3
2,192,125,3
3,194,159,3
2,188,125,3
2,192,126,3
3,197,158,3
2,196,160,3
2,214,150,3
2,179,163,3
2,212,156,3
2,179,157,3
1,187,127,3
2,202,123,3
2,175,158,3
3,204,130,3
3,192,163,3
2,201,124,3
3,193,127,3
2,194,140,3
2,175,160,3
3,202,134,3
3,195,137,3
2,197,132,3
2,213,152,3
3,200,129,3
2,195,131,3
2,195,132,3
3,195,136,3
2,192,163,3
3,195,161,3
3,197,131,3
2,206,157,3
3,197,164,3
2,177,156,3
2,194,159,3
2,208,159,3
3,197,128,3
2,213,152,3
2,201,128,3
1,175,160,3
2,196,129,3
2,195,134,3
2,188,160,3
3,192,156,3
2,194,126,3
2,197,132,3
2,210,158,3
3,198,126,3
2,199,155,3
2,208,159,3
2,205,160,3
2,200,160,3
2,207,160,3
2,193,126,3
2,211,154,3
2,203,123,3
3,188,161,3
3,201,132,3
2,184,125,3
2,200,129,3
2,187,164,3
3,194,140,3
3,195,127,3
2,198,162,3
3,210,154,3
2,189,140,3
2,207,159,3
2,185,124,3
2,199,133,3
2,189,142,3
2,191,121,3
2,210,154,3
3,195,128,3
2,189,163,3
2,204,155,3
2,208,157,3
2,188,157,3
2,200,130,3
2,185,162,3
2,206,161,3
2,190,127,3
2,178,157,3
2,196,130,3
2,195,129,3
2,205,156,3
2,183,164,3
3,201,155,3
3,196,161,3
2,208,158,3
3,194,159,3
2,199,131,3
3,204,127,3
2,190,161,3
2,205,123,3
2,200,128,3
2,207,148,3
2,210,160,3
2,175,129,3
2,197,134,3
2,197,127,3
2,196,135,3
2,195,123,3
2,194,129,3
2,195,129,3
2,195,134,3
2,189,128,3
2,191,128,3
2,177,161,3
2,208,156,3
3,184,131,3
2,195,131,3
2,191,128,3
2,177,173,3
2,179,172,3
3,180,156,3
2,175,155,3
2,191,128,3
7,200,168,3
2,195,127,3
2,194,129,3
2,189,140,3
2,204,126,3
2,180,125,3
2,192,162,3
3,201,136,3
2,211,152,3
2,173,158,3
2,195,131,3
2,201,132,3
2,169,159,3
2,175,161,3
2,204,159,3
2,206,156,3
2,212,153,3
3,184,162,3
2,179,158,3
2,185,125,3
2,180,125,3
2,201,155,3
3,181,166,3
2,196,162,3
2,179,163,3
2,212,155,3
2,194,159,3
2,195,126,3
2,189,163,3
2,186,130,3
3,188,160,3
2,207,157,3
2,218,153,3
2,179,162,3
2,199,122,3
2,196,128,3
2,193,147,3
3,205,132,3
3,195,163,3
2,195,131,3
2,218,142,3
2,206,166,3
2,196,135,3
3,199,132,3
2,209,150,3
2,204,132,3
2,198,135,3
2,209,151,3
2,181,162,3
25,228,197,3
2,199,127,3
2,184,125,3
2,198,135,3
3,190,158,3
1,180,152,3
3,205,153,3
2,196,135,3
2,208,156,3
2,191,131,3
2,214,154,3
2,205,161,3
1,174,157,3
2,189,127,3
2,193,128,3
3,199,157,3
2,202,126,3
3,206,134,3
2,200,130,3
2,197,132,3
2,212,146,3
3,191,128,3
2,195,132,3
2,207,161,3
2,196,159,3
2,196,161,3
2,203,128,3
3,207,119,3
8,227,165,4
9,220,212,4
8,225,205,4
9,225,214,4
8,225,162,4
9,231,167,4
9,236,201,4
9,230,174,4
8,223,168,4
8,210,200,4
8,227,179,4
8,233,207,4
8,224,204,4
8,234,198,4
8,227,164,4
8,230,165,4
9,224,200,4
8,227,201,4
8,213,211,4
9,226,176,4
9,238,206,4
8,224,167,4
8,216,209,4
9,226,177,4
8,222,180,4
9,230,181,4
8,224,164,4
8,210,199,4
8,228,162,4
9,231,204,4
8,227,173,4
8,241,198,4
8,228,168,4
8,225,171,4
9,225,203,4
9,241,200,4
8,214,204,4
8,239,205,4
8,224,175,4
8,221,170,4
8,229,175,4
9,220,184,4
8,220,182,4
8,225,180,4
7,210,164,4
9,217,214,4
9,224,216,4
8,227,165,4
8,210,199,4
8,225,170,4
8,229,207,4
9,234,206,4
7,217,165,4
7,218,166,4
8,222,161,4
8,225,171,4
8,224,170,4
8,215,199,4
8,218,167,4
8,216,162,4
8,216,205,4
8,228,162,4
8,224,166,4
8,211,202,4
8,225,170,4
8,219,204,4
8,227,173,4
8,225,197,4
8,228,168,4
9,228,170,4
8,222,169,4
9,245,210,4
8,206,202,4
8,224,164,4
8,213,165,4
8,216,171,4
8,228,161,4
8,215,202,4
8,214,210,4
9,236,202,4
8,227,165,4
9,234,207,4
8,227,173,4
7,217,161,4
9,229,203,4
8,231,160,4
8,231,161,4
8,222,198,4
8,229,166,4
8,228,161,4
8,226,195,4
8,228,161,4
8,216,210,4
8,214,197,4
8,234,208,4
9,228,215,4
8,232,208,4
9,224,208,4
8,232,167,4
9,229,201,4
9,235,204,4
9,221,210,4
8,215,204,4
9,235,163,4
9,227,209,4
9,228,206,4
8,214,204,4
8,214,201,4
8,227,164,4
8,210,204,4
8,226,168,4
9,231,170,4
8,232,166,4
8,228,170,4
8,217,166,4
9,240,208,4
8,218,173,4
9,236,202,4
9,225,207,4
9,230,173,4
8,227,165,4
7,213,164,4
8,222,168,4
8,229,206,4
9,235,206,4
8,216,209,4
7,210,165,4
8,228,171,4
8,223,166,4
8,208,199,4
9,242,199,4
8,223,198,4
8,226,165,4
9,235,164,4
9,236,201,4
9,241,201,4
9,235,166,4
9,229,175,4
8,227,175,4
8,223,209,4
8,226,167,4
7,217,161,4
9,226,203,4
9,238,196,4
8,225,161,4
8,228,160,4
8,223,207,4
9,234,207,4
8,231,171,4
8,226,168,4
9,228,206,4
8,229,166,4
8,229,206,4
8,226,166,4
9,244,210,4
8,235,153,4
8,224,163,4
8,231,170,4
8,229,206,4
8,237,201,4
8,225,162,4
8,217,207,4
8,231,158,4
9,233,171,4
8,230,163,4
9,234,205,4
9,235,203,4
8,211,201,4
8,222,194,4
7,217,154,4
8,228,207,4
8,219,199,4
9,228,198,4
8,222,168,4
8,219,208,4
9,236,202,4
9,236,200,4
8,220,168,4
7,214,162,4
9,237,198,4
9,238,200,4
8,231,203,4
9,234,197,4
8,229,166,4
8,222,167,4
8,230,162,4
8,227,164,4
9,226,211,4
8,221,207,4
9,225,209,4
8,227,164,4
8,232,168,4
8,223,168,4
9,232,200,4
8,241,199,4
8,219,163,4
8,217,153,4
9,227,208,4
7,216,156,4
9,224,206,4
8,225,161,4
8,220,160,4
8,227,164,4
8,224,163,4
8,226,203,4
8,240,204,4
8,221,165,4
8,226,167,4
8,226,203,4
9,233,198,4
8,224,165,4
8,206,203,4
9,228,169,4
8,222,163,4
8,223,158,4
110,214,118,5
110,205,152,5
110,213,126,5
109,231,147,5
109,208,126,5
110,204,121,5
109,208,156,5
110,210,157,5
110,208,159,5
109,202,121,5
110,185,156,5
109,213,165,5
110,210,152,5
109,228,152,5
110,193,153,5
109,208,124,5
110,217,170,5
109,225,154,5
110,215,122,5
110,220,125,5
110,215,123,5
110,200,159,5
110,188,155,5
110,188,156,5
110,199,123,5
110,208,125,5
110,213,126,5
109,213,121,5
110,217,122,5
109,233,151,5
109,227,153,5
110,207,121,5
110,204,122,5
109,213,125,5
110,208,126,5
110,215,125,5
109,205,154,5
110,216,122,5
110,206,132,5
110,229,147,5
110,214,125,5
110,188,152,5
110,211,116,5
110,211,117,5
110,214,118,5
110,214,121,5
110,207,151,5
109,208,148,5
110,215,115,5
110,215,154,5
110,213,120,5
110,192,155,5
110,208,135,5
110,207,121,5
110,211,150,5
110,209,132,5
110,199,157,5
110,206,133,5
109,219,119,5
110,202,124,5
110,213,133,5
109,224,156,5
109,233,151,5
109,231,147,5
109,229,146,5
110,201,160,5
110,204,127,5
110,214,124,5
110,217,126,5
110,219,135,5
110,206,128,5
110,204,124,5
110,213,139,5
110,215,120,5
109,210,145,5
110,192,160,5
110,214,113,5
109,206,167,5
110,212,155,5
109,229,149,5
109,219,157,5
109,217,155,5
110,199,159,5
110,214,124,5
110,212,127,5
110,194,157,5
110,224,147,5
110,233,150,5
110,190,158,5
110,206,124,5
110,209,121,5
110,209,123,5
110,209,127,5
110,215,121,5
110,199,124,5
110,199,123,5
110,213,125,5
110,208,135,5
110,190,154,5
2,199,157,5
110,229,156,5
110,207,121,5
110,216,119,5
110,229,147,5
110,208,147,5
110,214,118,5
110,214,148,5
110,226,150,5
110,190,150,5
110,208,135,5
110,213,133,5
110,210,131,5
110,206,128,5
110,220,125,5
110,206,128,5
110,190,153,5
110,219,121,5
110,196,121,5
110,213,133,5
110,226,149,5
109,213,125,5
110,208,125,5
109,204,161,5
109,233,154,5
110,199,159,5
110,219,155,5
110,192,154,5
110,195,124,5
110,213,127,5
110,213,123,5
110,217,155,5
109,210,157,5
110,204,126,5
110,229,150,5
110,190,153,5
109,226,151,5
109,207,122,5
110,213,124,5
110,206,126,5
110,190,154,5
109,218,123,5
111,192,158,5
110,213,122,5
110,200,159,5
110,204,165,5
110,226,156,5
109,196,120,5
110,188,154,5
110,204,124,5
110,197,123,5
110,205,163,5
110,199,121,5
110,212,154,5
110,203,161,5
110,211,152,5
110,224,158,5
110,225,161,5
110,208,128,5
110,208,126,5
110,223,152,5
110,214,131,5
110,214,131,5
110,215,152,5
110,205,151,5
110,204,125,5
109,207,122,5
110,215,122,5
109,217,155,5
109,225,155,5
110,202,155,5
109,204,124,5
110,185,127,5
109,201,164,5
110,203,171,5
110,185,164,5
110,210,129,5
110,193,124,5
110,211,123,5
110,192,159,5
110,213,125,5
110,206,162,5
109,204,160,5
109,230,154,5
110,185,154,5
109,190,156,5
110,204,125,5
110,208,124,5
109,231,149,5
110,214,125,5
109,216,155,5
110,211,122,5
109,220,161,5
109,207,160,5
110,202,125,5
110,209,121,5
110,210,131,5
110,190,155,5
110,215,154,5
109,209,122,5
110,208,137,5
110,213,120,5
110,195,160,5
109,206,162,5
109,218,159,5
110,192,164,5
110,213,127,5
110,205,159,5
110,197,166,5
110,213,125,5
110,220,160,5
110,208,123,5
109,217,154,5
109,219,165,5
110,218,120,5
109,217,154,5
110,195,124,5
110,204,122,5
73,151,93,0
77,141,125,0
77,121,144,0
78,138,129,0
78,139,130,0
74,158,103,0
73,165,94,0
75,165,94,0
76,168,85,0
76,138,131,0
75,131,140,0
73,145,100,0
78,137,131,0
78,128,137,0
73,164,95,0
77,126,110,0
77,125,108,0
76,136,133,0
75,164,94,0
73,179,83,0
74,160,94,0
76,126,113,0
72,161,95,0
74,179,87,0
77,118,118,0
78,101,157,0
76,134,135,0
77,117,151,0
77,133,133,0
74,166,86,0
77,158,106,0
77,121,114,0
77,144,125,0
76,133,126,0
73,151,94,0
77,139,127,0
77,118,106,0
76,160,89,0
74,158,104,0
75,135,131,0
75,143,105,0
74,167,91,0
77,144,124,0
73,165,91,0
77,134,104,0
75,165,94,0
78,141,129,0
75,155,98,0
76,137,132,0
74,139,101,0
78,108,153,0
74,159,90,0
74,168,83,0
73,175,87,0
73,160,94,0
78,121,145,0
80,111,145,0
77,123,135,0
76,144,126,0
77,139,129,0
77,128,136,0
78,121,146,0
78,128,138,0
73,151,94,0
78,138,131,0
76,138,131,0
78,136,129,0
77,143,123,0
76,128,138,0
77,141,128,0
74,151,102,0
75,164,92,0
74,158,102,0
75,145,123,0
77,121,146,0
78,137,131,0
77,138,130,0
73,157,106,0
73,149,102,0
73,140,110,0
74,165,95,0
73,165,92,0
75,129,107,0
78,120,136,0
78,127,130,0
78,132,133,0
73,164,95,0
75,128,138,0
74,175,89,0
74,145,93,0
78,121,145,0
72,162,111,0
78,135,130,0
74,145,105,0
77,121,114,0
79,121,113,0
74,126,109,0
74,146,105,0
74,167,91,0
74,164,99,0
78,131,128,0
76,137,132,0
80,100,151,0
76,130,139,0
77,137,131,0
77,132,133,0
74,169,95,0
72,165,94,0
77,113,136,0
75,160,94,0
77,140,91,0
74,160,95,0
74,165,94,0
77,121,104,0
77,136,133,0
74,176,95,0
76,126,108,0
73,146,106,0
78,137,131,0
72,156,98,0
74,171,88,0
76,137,132,0
75,157,92,0
73,154,98,0
76,165,92,0
74,154,102,0
73,151,102,0
74,155,94,0
78,133,132,0
77,148,122,0
74,175,86,0
77,126,103,0
73,155,93,0
78,128,136,0
77,141,127,0
76,127,144,0
73,151,93,0
77,128,136,0
75,126,143,0
75,173,96,0
72,158,102,0
74,165,91,0
74,168,95,0
77,123,94,0
78,127,143,0
78,137,136,0
77,138,131,0
80,95,158,0
73,155,95,0
76,169,97,0
74,160,94,0
77,137,132,0
74,174,94,0
76,138,132,0
78,128,138,0
73,150,91,0
73,148,97,0
72,145,109,0
78,129,138,0
77,141,125,0
77,128,137,0
73,146,105,0
77,119,109,0
74,155,93,0
78,126,140,0
78,139,128,0
77,144,125,0
77,141,126,0
73,145,99,0
76,129,140,0
72,144,107,0
76,141,127,0
78,126,139,0
77,139,129,0
77,122,109,0
77,133,136,0
74,152,89,0
77,140,120,0
73,155,97,0
73,159,89,0
73,151,104,0
78,137,130,0
73,161,88,0
74,157,91,0
73,140,112,0
74,165,87,0
77,144,122,0
76,133,134,0
78,138,130,0
77,136,129,0
76,139,130,0
74,136,108,0
78,118,138,0
74,160,94,0
77,133,133,0
77,134,131,0
74,131,106,0
75,162,102,0
77,141,125,0
73,139,102,0
77,113,136,0
76,136,111,0
74,129,101,0
74,131,103,0
78,137,132,0
79,129,109,0
103,10,175,1
113,18,174,1
116,21,174,1
110,37,236,1
111,15,167,1
112,26,220,1
112,30,214,1
116,22,177,1
112,29,218,1
114,38,221,1
111,28,212,1
111,30,215,1
116,33,227,1
116,20,179,1
111,25,212,1
111,27,216,1
114,37,223,1
116,22,166,1
107,31,247,1
114,28,225,1
116,21,179,1
112,30,216,1
96,8,157,1
109,12,166,1
114,28,224,1
109,12,177,1
110,30,255,1
111,32,217,1
111,31,216,1
114,33,220,1
125,9,164,1
119,25,228,1
112,29,210,1
112,30,214,1
114,28,217,1
111,28,239,1
112,26,209,1
116,21,179,1
120,8,170,1
116,22,176,1
112,31,213,1
119,26,206,1
112,41,236,1
109,28,220,1
112,26,215,1
110,31,216,1
122,20,182,1
111,24,191,1
116,36,236,1
109,13,155,1
109,38,229,1
125,9,162,1
120,12,168,1
109,12,164,1
120,3,168,1
116,25,223,1
125,9,174,1
111,28,213,1
116,20,176,1
114,29,233,1
112,30,213,1
111,39,247,1
116,23,211,1
118,23,211,1
114,30,223,1
110,31,212,1
116,22,176,1
73,26,107,1
112,30,211,1
111,15,171,1
116,26,213,1
112,26,212,1
114,31,233,1
114,37,223,1
109,13,161,1
109,13,160,1
116,22,175,1
112,29,209,1
114,32,217,1
114,39,231,1
112,30,220,1
120,12,175,1
113,15,176,1
103,9,165,1
116,21,172,1
116,23,177,1
111,12,176,1
107,25,218,1
114,38,224,1
96,7,171,1
109,12,168,1
111,12,172,1
112,29,230,1
116,22,174,1
111,30,219,1
125,9,166,1
109,32,231,1
114,33,223,1
116,21,171,1
114,32,212,1
110,45,240,1
110,43,232,1
116,20,178,1
112,33,223,1
112,28,230,1
111,15,163,1
110,40,231,1
109,12,171,1
126,8,169,1
109,12,173,1
110,29,237,1
110,27,172,1
116,20,186,1
110,31,216,1
111,29,228,1
112,32,210,1
111,15,170,1
111,31,219,1
113,23,179,1
111,12,171,1
109,28,222,1
120,30,216,1
116,19,186,1
112,30,218,1
118,22,218,1
110,3,164,1
114,36,231,1
111,15,169,1
109,12,168,1
116,22,172,1
112,33,225,1
111,14,177,1
112,26,215,1
112,38,223,1
96,8,165,1
125,9,166,1
126,8,163,1
110,30,219,1
112,44,237,1
111,14,176,1
116,20,178,1
112,31,217,1
114,26,215,1
114,36,237,1
114,29,231,1
116,26,218,1
112,31,179,1
112,31,217,1
165,3,162,1
114,37,229,1
114,30,215,1
96,8,165,1
120,3,166,1
105,33,255,1
113,24,171,1
116,20,188,1
113,18,174,1
116,26,184,1
111,27,205,1
109,36,255,1
111,31,219,1
113,23,174,1
113,18,172,1
112,38,222,1
108,39,255,1
114,39,233,1
119,23,232,1
113,20,208,1
114,28,227,1
110,29,255,1
114,31,219,1
116,15,174,1
112,29,210,1
112,27,209,1
112,27,221,1
112,32,206,1
120,20,183,1
114,28,229,1
113,18,175,1
107,31,240,1
109,33,225,1
107,33,218,1
116,23,222,1
111,13,160,1
96,8,165,1
119,30,232,1
96,8,165,1
114,34,230,1
116,27,206,1
109,11,160,1
109,12,168,1
111,15,171,1
103,7,176,1
111,17,176,1
112,33,226,1
111,14,180,1
110,30,219,1
111,15,170,1
116,19,185,1
116,20,182,1
113,15,170,1
114,31,234,1
107,39,255,1
120,3,170,1
112,39,240,1
112,31,218,1
116,22,173,1
115,11,182,1
24,217,160,2
24,205,193,2
23,207,162,2
24,217,159,2
24,232,166,2
23,223,175,2
24,194,200,2
25,195,195,2
24,223,159,2
24,180,211,2
24,186,207,2
25,192,195,2
24,215,160,2
25,195,195,2
24,216,162,2
23,202,165,2
23,219,162,2
23,229,166,2
24,216,162,2
24,228,153,2
24,168,207,2
24,222,171,2
23,216,164,2
25,170,207,2
24,166,157,2
23,175,168,2
24,168,211,2
24,220,160,2
24,205,194,2
23,202,164,2
24,222,167,2
24,193,201,2
24,174,210,2
23,221,180,2
23,214,180,2
23,220,175,2
23,220,182,2
